id,name,lng,lat,tag,created_at,updated_at
220,Motel One Wien Westbahnhof,16.337954,48.197336,0,2019-05-31 15:55:06.413151,2019-05-31 15:55:06.413151
221,Schloss Schönbrunn,16.312303,48.18496,0,2019-05-31 15:55:06.421692,2019-05-31 15:55:06.421692
222,Oberes Belvedere,16.380902,48.191537,0,2019-05-31 15:55:06.431359,2019-05-31 15:55:06.431359
223,Zentralfriedhof 2. Tor,16.441583,48.154658,0,2019-05-31 15:55:06.439303,2019-05-31 15:55:06.439303
224,Eis-Greissler,16.356683,48.200362,0,2019-05-31 15:55:06.45046,2019-05-31 15:55:06.45046
225,Prater Dome,16.397405,48.217408,0,2019-05-31 15:55:06.457506,2019-05-31 15:55:06.457506
226,Karlskirche,16.371807,48.19828,0,2019-05-31 15:55:06.46533,2019-05-31 15:55:06.46533
227,Schönbrunn,16.315387,48.184661,0,2019-05-31 15:55:06.471861,2019-05-31 15:55:06.471861
228,Sybillengrotte,16.316056,48.180014,0,2019-05-31 15:55:06.482206,2019-05-31 15:55:06.482206
229,Najadenbassin,16.314168,48.182306,0,2019-05-31 15:55:06.490013,2019-05-31 15:55:06.490013
230,Römische Ruine,16.313465,48.180781,0,2019-05-31 15:55:06.49778,2019-05-31 15:55:06.49778
231,Neptunbrunnen,16.310426,48.181444,0,2019-05-31 15:55:06.508561,2019-05-31 15:55:06.508561
232,Schönbrunn,16.309287,48.179393,0,2019-05-31 15:55:06.514464,2019-05-31 15:55:06.514464
233,Straße,16.30788,48.178496,0,2019-05-31 15:55:06.521383,2019-05-31 15:55:06.521383
234,Najadenbassin,16.308315,48.183715,0,2019-05-31 15:55:06.527698,2019-05-31 15:55:06.527698
235,Grasdecke,16.306259,48.184208,0,2019-05-31 15:55:06.534951,2019-05-31 15:55:06.534951
236,Kammergarten,16.310578,48.185449,0,2019-05-31 15:55:06.540987,2019-05-31 15:55:06.540987
237,Palmenhaus,16.302904,48.184216,0,2019-05-31 15:55:06.546731,2019-05-31 15:55:06.546731
238,Aequatorial-Sonnenuhr,16.303527,48.185357,0,2019-05-31 15:55:06.553897,2019-05-31 15:55:06.553897
239,Billa Corso,16.37205,48.2023,0,2019-05-31 15:55:06.56049,2019-05-31 15:55:06.56049
240,Albertina,16.36826,48.204637,0,2019-05-31 15:55:06.567284,2019-05-31 15:55:06.567284
241,La Cure Gourmande,16.370113,48.205407,0,2019-05-31 15:55:06.574749,2019-05-31 15:55:06.574749
242,Pestsäule,16.369794,48.208712,0,2019-05-31 15:55:06.581119,2019-05-31 15:55:06.581119
243,Franz Joseph I,16.365961,48.203825,0,2019-05-31 15:55:06.587499,2019-05-31 15:55:06.587499
244,Augustinerbastei,16.367087,48.205258,0,2019-05-31 15:55:06.594537,2019-05-31 15:55:06.594537
245,Burgtor,16.362694,48.205651,0,2019-05-31 15:55:06.601674,2019-05-31 15:55:06.601674
246,Eingang,16.364719,48.205563,0,2019-05-31 15:55:06.608955,2019-05-31 15:55:06.608955
247,Kaiser Franz II./I.,16.365036,48.20756,0,2019-05-31 15:55:06.619669,2019-05-31 15:55:06.619669
248,Michaelerplatz,16.366544,48.207739,0,2019-05-31 15:55:06.631734,2019-05-31 15:55:06.631734
249,Stallburggasse,16.368264,48.207278,0,2019-05-31 15:55:06.638154,2019-05-31 15:55:06.638154
250,Michaeler Durchgang,16.367294,48.207775,0,2019-05-31 15:55:06.643807,2019-05-31 15:55:06.643807
251,Stallburggasse,16.368876,48.207005,0,2019-05-31 15:55:06.649391,2019-05-31 15:55:06.649391
252,Neuer Markt,16.370706,48.206141,0,2019-05-31 15:55:06.6566,2019-05-31 15:55:06.6566
253,Unbekannter Ort,16.370057,48.204748,0,2019-05-31 15:55:06.662382,2019-05-31 15:55:06.662382
254,Stephansplatz,16.373192,48.208023,0,2019-05-31 15:55:06.669762,2019-05-31 15:55:06.669762
255,Frauenhuber,16.372294,48.205727,0,2019-05-31 15:55:06.677214,2019-05-31 15:55:06.677214
256,Mozarthaus Vienna,16.374936,48.20821,0,2019-05-31 15:55:06.685143,2019-05-31 15:55:06.685143
257,Figlmüller,16.374842,48.20942,0,2019-05-31 15:55:06.691975,2019-05-31 15:55:06.691975
258,Vermählungsbrunnen,16.372982,48.210882,0,2019-05-31 15:55:06.699548,2019-05-31 15:55:06.699548
259,Ankeruhr,16.373675,48.21076,0,2019-05-31 15:55:06.705286,2019-05-31 15:55:06.705286
260,Ruprechtsstiege,16.374244,48.212158,0,2019-05-31 15:55:06.711906,2019-05-31 15:55:06.711906
261,Unbekannter Ort,16.358657,48.20296,0,2019-05-31 15:55:06.719162,2019-05-31 15:55:06.719162
262,Lichtenfelsgasse,16.357748,48.209929,0,2019-05-31 15:55:06.725707,2019-05-31 15:55:06.725707
263,Rathaus,16.357349,48.211054,0,2019-05-31 15:55:06.738967,2019-05-31 15:55:06.738967
264,Votivkirche,16.359166,48.215415,0,2019-05-31 15:55:06.748456,2019-05-31 15:55:06.748456
265,Schottentor,16.361965,48.213964,0,2019-05-31 15:55:06.757051,2019-05-31 15:55:06.757051
266,Minoritenkirche,16.363813,48.209499,0,2019-05-31 15:55:06.766602,2019-05-31 15:55:06.766602
267,Gutenberg,16.37463,48.209772,0,2019-05-31 15:55:06.775117,2019-05-31 15:55:06.775117
268,Tata,16.343103,48.200278,0,2019-05-31 15:55:06.781574,2019-05-31 15:55:06.781574
269,The Loft,16.338149,48.208906,0,2019-05-31 15:55:06.787226,2019-05-31 15:55:06.787226
270,Cafe Eiles,16.354851,48.209315,0,2019-05-31 15:55:06.793128,2019-05-31 15:55:06.793128
271,Der Fuchs und die Trauben,16.343409,48.202896,0,2019-05-31 15:55:06.800266,2019-05-31 15:55:06.800266
272,Maria-Theresien-Platz,16.361606,48.204968,0,2019-05-31 15:55:06.807021,2019-05-31 15:55:06.807021
273,Naschmarkt,16.365581,48.19971,0,2019-05-31 15:55:06.81433,2019-05-31 15:55:06.81433
274,Hochstrahlbrunnen,16.376111,48.198381,0,2019-05-31 15:55:06.821735,2019-05-31 15:55:06.821735
275,Unteres Belvedere,16.379847,48.196644,0,2019-05-31 15:55:06.828632,2019-05-31 15:55:06.828632
276,Reitertor,16.383229,48.191913,0,2019-05-31 15:55:06.835057,2019-05-31 15:55:06.835057
277,Cafe Tirolerhof,16.369448,48.205027,0,2019-05-31 15:55:06.840889,2019-05-31 15:55:06.840889
278,BREPARKhaus Am Dom,8.810798,53.075578,0,2019-05-31 15:55:06.847791,2019-05-31 15:55:06.847791
279,Deutsche Bank,8.8090545,53.076818,0,2019-05-31 15:55:06.854439,2019-05-31 15:55:06.854439
280,Unbekannter Ort,8.8478121,53.048138,0,2019-05-31 15:55:06.861619,2019-05-31 15:55:06.861619
281,مسقط,58.545131,23.599785,0,2019-05-31 15:55:06.867951,2019-05-31 15:55:06.867951
282,Armani Hotel Dubai,55.27456,25.197077,0,2019-05-31 15:55:06.874759,2019-05-31 15:55:06.874759
283,Abu Dhabi Cruise Terminal,54.38165,24.529823,0,2019-05-31 15:55:06.882132,2019-05-31 15:55:06.882132
284,Emirates Palace Hotel,54.31765,24.461075,0,2019-05-31 15:55:06.889276,2019-05-31 15:55:06.889276
285,Grasdecke,54.316612,24.472676,0,2019-05-31 15:55:06.895834,2019-05-31 15:55:06.895834
286,Unbekannter Ort,54.323514,24.465156,0,2019-05-31 15:55:06.901274,2019-05-31 15:55:06.901274
287,"Etihad Towers, Building 4",54.321904,24.459573,0,2019-05-31 15:55:06.906916,2019-05-31 15:55:06.906916
288,Gebäude,50.709157,26.193701,0,2019-05-31 15:55:06.912488,2019-05-31 15:55:06.912488
289,الخاتم,54.993677,24.19001,0,2019-05-31 15:55:06.917903,2019-05-31 15:55:06.917903
290,Cruise Terminal,55.28214,25.27376,0,2019-05-31 15:55:06.923545,2019-05-31 15:55:06.923545
291,شارع 92,50.544952,26.077837,0,2019-05-31 15:55:06.92934,2019-05-31 15:55:06.92934
292,Oil Museum,50.552404,26.027452,0,2019-05-31 15:55:06.936121,2019-05-31 15:55:06.936121
293,Unbekannter Ort,50.586842,26.244224,0,2019-05-31 15:55:06.941725,2019-05-31 15:55:06.941725
294,شارع الملك فيصل,50.574418,26.236767,0,2019-05-31 15:55:06.948708,2019-05-31 15:55:06.948708
295,Unbekannter Ort,50.576088,26.24297,0,2019-05-31 15:55:06.954471,2019-05-31 15:55:06.954471
296,Unbekannter Ort,50.628484,26.219553,0,2019-05-31 15:55:06.960166,2019-05-31 15:55:06.960166
297,Tree of Life,50.582934,25.994075,0,2019-05-31 15:55:06.9665,2019-05-31 15:55:06.9665
298,صرح الميثاق الوطني,50.52664,26.071253,0,2019-05-31 15:55:06.973244,2019-05-31 15:55:06.973244
299,شارع خليج البحرين,50.494521,26.025969,0,2019-05-31 15:55:06.980044,2019-05-31 15:55:06.980044
300,Unbekannter Ort,50.479351,25.990772,0,2019-05-31 15:55:06.986159,2019-05-31 15:55:06.986159
301,Unbekannter Ort,50.517548,26.029591,0,2019-05-31 15:55:06.991816,2019-05-31 15:55:06.991816
302,Golden photo frame,55.300363,25.235493,0,2019-05-31 15:55:06.998092,2019-05-31 15:55:06.998092
303,سوق الذهب,55.298538,25.27027,0,2019-05-31 15:55:07.004954,2019-05-31 15:55:07.004954
304,Mein Standort,55.296778,25.268015,0,2019-05-31 15:55:07.012253,2019-05-31 15:55:07.012253
305,Mein Standort,55.297437,25.267717,0,2019-05-31 15:55:07.019648,2019-05-31 15:55:07.019648
306,Gebäude,9.7203726,53.576092,0,2019-05-31 15:55:07.025664,2019-05-31 15:55:07.025664
307,Großneumarkt,9.9799809,53.550145,0,2019-05-31 15:55:07.031523,2019-05-31 15:55:07.031523
308,"Schlesierweg, 1a",9.6708148,53.465461,0,2019-05-31 15:55:07.062297,2019-05-31 15:55:07.062297
309,Unbekannter Ort,9.7234638,53.515534,0,2019-05-31 15:55:07.067828,2019-05-31 15:55:07.067828
310,Gebäude,9.7890774,53.472276,0,2019-05-31 15:55:07.073409,2019-05-31 15:55:07.073409
311,2 Löwen,9.9816305,53.46315,0,2019-05-31 15:55:07.07948,2019-05-31 15:55:07.07948
312,"Hinter der Twiete, 47",10.023383,53.696044,0,2019-05-31 15:55:07.085726,2019-05-31 15:55:07.085726
313,Gewandhaus Hotel,13.741843,51.048564,0,2019-05-31 15:55:07.092034,2019-05-31 15:55:07.092034
314,Dresden Hauptbahnhof,13.732145,51.039275,0,2019-05-31 15:55:07.0982,2019-05-31 15:55:07.0982
315,Frauenkirche,13.741615,51.051953,0,2019-05-31 15:55:07.10351,2019-05-31 15:55:07.10351
316,Zwinger,13.734471,51.053312,0,2019-05-31 15:55:07.109041,2019-05-31 15:55:07.109041
317,Schloss Moritzburg,13.679469,51.167539,0,2019-05-31 15:55:07.114576,2019-05-31 15:55:07.114576
318,Semperoper,13.735185,51.054539,0,2019-05-31 15:55:07.12004,2019-05-31 15:55:07.12004
319,Turm Kreuzkirche,13.738904,51.048747,0,2019-05-31 15:55:07.125596,2019-05-31 15:55:07.125596
320,Palais im Großen Garten,13.762856,51.03785,0,2019-05-31 15:55:07.132028,2019-05-31 15:55:07.132028
321,burgerei,13.740446,51.050687,0,2019-05-31 15:55:07.137277,2019-05-31 15:55:07.137277
322,Kunsthofpassage,13.753868,51.068039,0,2019-05-31 15:55:07.143086,2019-05-31 15:55:07.143086
323,Schloss Pillnitz,13.871004,51.008354,0,2019-05-31 15:55:07.148571,2019-05-31 15:55:07.148571
324,Hochschule für Bildende Künste Dresden,13.742454,51.052825,0,2019-05-31 15:55:07.154164,2019-05-31 15:55:07.154164
325,Kathedrale Ss. Trinitatis,13.737352,51.053501,0,2019-05-31 15:55:07.160357,2019-05-31 15:55:07.160357
326,Parkbank,13.737699,51.057906,0,2019-05-31 15:55:07.16881,2019-05-31 15:55:07.16881
327,Japanisches Palais,13.737562,51.059777,0,2019-05-31 15:55:07.176106,2019-05-31 15:55:07.176106
328,Dreikönigskirche,13.7433,51.06091,0,2019-05-31 15:55:07.181607,2019-05-31 15:55:07.181607
329,Decathlon,13.733545,51.04121,0,2019-05-31 15:55:07.187008,2019-05-31 15:55:07.187008
330,Primark,13.734199,51.04599,0,2019-05-31 15:55:07.193526,2019-05-31 15:55:07.193526
331,Portobello Road,-0.20173145,51.512595,0,2019-05-31 15:55:07.199354,2019-05-31 15:55:07.199354
332,Primrose Hill,-0.16075702,51.539539,0,2019-05-31 15:55:07.205738,2019-05-31 15:55:07.205738
333,Camden Market,-0.14712336,51.542355,0,2019-05-31 15:55:07.212511,2019-05-31 15:55:07.212511
334,Big Ben,-0.12458475,51.50069,0,2019-05-31 15:55:07.220401,2019-05-31 15:55:07.220401
335,Highgate Cemetery,-0.14455916,51.565136,0,2019-05-31 15:55:07.226592,2019-05-31 15:55:07.226592
336,Bermondsey Square,-0.080914367,51.497486,0,2019-05-31 15:55:07.233136,2019-05-31 15:55:07.233136
337,Leicester Square,-0.13011815,51.510421,0,2019-05-31 15:55:07.240424,2019-05-31 15:55:07.240424
338,highway-cycleway,-0.11910534,51.511336,0,2019-05-31 15:55:07.247176,2019-05-31 15:55:07.247176
339,Royal Courts of Justice,-0.11306332,51.514198,0,2019-05-31 15:55:07.254701,2019-05-31 15:55:07.254701
340,Fleet Street,-0.1067427,51.514191,0,2019-05-31 15:55:07.26167,2019-05-31 15:55:07.26167
341,Leadenhall Market,-0.083569754,51.512675,0,2019-05-31 15:55:07.268478,2019-05-31 15:55:07.268478
342,30 St Mary Axe,-0.080320258,51.514471,0,2019-05-31 15:55:07.275571,2019-05-31 15:55:07.275571
343,Post Office Railway,-0.077129435,51.518024,0,2019-05-31 15:55:07.2837,2019-05-31 15:55:07.2837
344,Catherine Wheel Alley,-0.07914478,51.517658,0,2019-05-31 15:55:07.292,2019-05-31 15:55:07.292
345,barrier-wall,-0.1391696,51.484809,0,2019-05-31 15:55:07.298577,2019-05-31 15:55:07.298577
346,Apollo Victoria Theatre,-0.1425636,51.495584,0,2019-05-31 15:55:07.305709,2019-05-31 15:55:07.305709
347,Garten,-0.12096746,51.495412,0,2019-05-31 15:55:07.31149,2019-05-31 15:55:07.31149
348,The Shard,-0.086446423,51.504349,0,2019-05-31 15:55:07.322035,2019-05-31 15:55:07.322035
349,Good Hotel London,0.019737203,51.507767,0,2019-05-31 15:55:07.329001,2019-05-31 15:55:07.329001
350,British Museum,-0.12656489,51.518987,0,2019-05-31 15:55:07.335262,2019-05-31 15:55:07.335262
351,Lamp Office Court,-0.11859002,51.522028,0,2019-05-31 15:55:07.341313,2019-05-31 15:55:07.341313
352,Book & Comic Exchange,-0.1969883,51.509497,0,2019-05-31 15:55:07.348419,2019-05-31 15:55:07.348419
353,Gebäude,-0.13349371,51.511861,0,2019-05-31 15:55:07.355785,2019-05-31 15:55:07.355785
354,Vue Leicester Square,-0.12936713,51.511244,0,2019-05-31 15:55:07.364923,2019-05-31 15:55:07.364923
355,Borough Market,-0.090402681,51.505647,0,2019-05-31 15:55:07.371524,2019-05-31 15:55:07.371524
356,Golden Hinde,-0.090304781,51.506911,0,2019-05-31 15:55:07.378141,2019-05-31 15:55:07.378141
357,Millennium Bridge,-0.098543186,51.509411,0,2019-05-31 15:55:07.385808,2019-05-31 15:55:07.385808
358,Stratford City Bus Station,-0.0042662211,51.543791,0,2019-05-31 15:55:07.393583,2019-05-31 15:55:07.393583
359,Ally's Kitchen,-0.13461353,51.566088,0,2019-05-31 15:55:07.401305,2019-05-31 15:55:07.401305
360,Emirates Air Line Greenwich Peninsula Terminal,0.0082010217,51.499701,0,2019-05-31 15:55:07.409225,2019-05-31 15:55:07.409225
361,landuse-grass,16.306259,48.184208,0,2019-05-31 15:55:18.770649,2019-05-31 15:55:18.770649
362,landuse-grass,54.316612,24.472676,0,2019-05-31 15:55:18.883765,2019-05-31 15:55:18.883765
363,McDreams Hotel Leipzig,12.336731,51.329291,0,2019-07-28 13:50:33.615274,2019-07-28 13:50:33.615274
364,Hauptbahnhof,12.380174,51.343918,0,2019-07-28 13:50:33.629009,2019-07-28 13:50:33.629009
365,Karl-Liebknecht-Straße,12.373659,51.321965,0,2019-07-28 13:50:33.637566,2019-07-28 13:50:33.637566
366,Parkbank,12.360449,51.330098,0,2019-07-28 13:50:33.650769,2019-07-28 13:50:33.650769
367,Kaiserbad,12.330799,51.32991,0,2019-07-28 13:50:33.675973,2019-07-28 13:50:33.675973
368,Il Buon Gelato,12.332801,51.33132,0,2019-07-28 13:50:33.700905,2019-07-28 13:50:33.700905
369,Café Oink,12.336827,51.328233,0,2019-07-28 13:50:33.715509,2019-07-28 13:50:33.715509
370,Lidl,12.334841,51.325131,0,2019-07-28 13:50:33.727529,2019-07-28 13:50:33.727529
371,Pepelow,11.595497,54.037858,0,2019-07-28 13:50:33.736979,2019-07-28 13:50:33.736979
372,Blåvand-Oksby,8.1347391,55.555888,0,2019-07-28 13:50:33.746574,2019-07-28 13:50:33.746574
373,Trollön,11.823204,59.307026,0,2019-07-28 13:50:33.758154,2019-07-28 13:50:33.758154
374,Lennartsfors,11.902666,59.318779,0,2019-07-28 13:50:33.771101,2019-07-28 13:50:33.771101
375,Düsseldorf,6.7763129,51.225403,0,2019-07-28 13:50:33.782301,2019-07-28 13:50:33.782301
376,Wolfsburg,10.786151,52.420551,0,2019-07-28 13:50:33.79177,2019-07-28 13:50:33.79177
377,Howe,10.14737,53.421612,0,2019-07-28 13:50:33.809529,2019-07-28 13:50:33.809529
378,Stöckte,10.180406,53.390893,0,2019-07-28 13:50:33.821432,2019-07-28 13:50:33.821432
379,Laßrönne,10.228337,53.389036,0,2019-07-28 13:50:33.83515,2019-07-28 13:50:33.83515
380,Drage,10.264673,53.414048,0,2019-07-28 13:50:33.843902,2019-07-28 13:50:33.843902
381,Geesthacht,10.368255,53.439712,0,2019-07-28 13:50:33.85256,2019-07-28 13:50:33.85256
382,Tespe,10.415757,53.393575,0,2019-07-28 13:50:33.861714,2019-07-28 13:50:33.861714
383,Lauenburg/Elbe,10.551388,53.378981,0,2019-07-28 13:50:33.871501,2019-07-28 13:50:33.871501
384,Radegast,10.725608,53.344636,0,2019-07-28 13:50:33.880881,2019-07-28 13:50:33.880881
385,Bleckede,10.731246,53.287562,0,2019-07-28 13:50:33.892076,2019-07-28 13:50:33.892076
386,Darchau,10.894644,53.238127,0,2019-07-28 13:50:33.905786,2019-07-28 13:50:33.905786
387,Glienitz,10.945058,53.207288,0,2019-07-28 13:50:33.914497,2019-07-28 13:50:33.914497
388,Hitzacker (Elbe),11.044161,53.150907,0,2019-07-28 13:50:33.932827,2019-07-28 13:50:33.932827
389,Festung Dömitz,11.245597,53.142328,0,2019-07-28 13:50:33.949915,2019-07-28 13:50:33.949915
390,Laase,11.306556,53.066105,0,2019-07-28 13:50:33.959134,2019-07-28 13:50:33.959134
391,Gorleben,11.356837,53.0483,0,2019-07-28 13:50:33.967796,2019-07-28 13:50:33.967796
392,Schnackenburg,11.565743,53.036982,0,2019-07-28 13:50:33.976513,2019-07-28 13:50:33.976513
393,Wittenberge,11.750722,52.998372,0,2019-07-28 13:50:33.983792,2019-07-28 13:50:33.983792
394,Arneburg,12.003501,52.674454,0,2019-07-28 13:50:33.994417,2019-07-28 13:50:33.994417
395,Tangermünde,11.972253,52.543111,0,2019-07-28 13:50:34.011073,2019-07-28 13:50:34.011073
396,Rogätz,11.7684,52.317633,0,2019-07-28 13:50:34.033454,2019-07-28 13:50:34.033454
397,Fluss,12.337333,51.321365,0,2019-07-28 13:50:34.044201,2019-07-28 13:50:34.044201
398,Brasserie Rennbahn,12.357743,51.325935,0,2019-07-28 13:50:34.064295,2019-07-28 13:50:34.064295
399,Rennbahn,12.359795,51.321093,0,2019-07-28 13:50:34.075263,2019-07-28 13:50:34.075263
400,"Rödelstraße, 3",12.347781,51.320484,0,2019-07-28 13:50:34.086475,2019-07-28 13:50:34.086475
401,Puerto Turístico,-68.958971,18.416693,0,2020-05-05 14:58:16.857554,2020-05-05 14:58:16.857554
402,Barbuda Express,-61.846353,17.122055,0,2020-05-05 14:58:16.874823,2020-05-05 14:58:16.874823
403,Roseau,-61.389643,15.29747,0,2020-05-05 14:58:16.89015,2020-05-05 14:58:16.89015
404,Oranjestad,-70.035683,12.526854,0,2020-05-05 14:58:16.915477,2020-05-05 14:58:16.915477
405,Spry Street,-59.613218,13.098216,0,2020-05-05 14:58:16.946465,2020-05-05 14:58:16.946465
406,Cascade de Saut Gendarme,-61.105106,14.724945,0,2020-05-05 14:58:16.959189,2020-05-05 14:58:16.959189
407,Forêt de Fonds-Saint-Denis,-61.091104,14.705881,0,2020-05-05 14:58:16.983143,2020-05-05 14:58:16.983143
408,Forêt de Fonds-Saint-Denis,-61.092626,14.70495,0,2020-05-05 14:58:17.007792,2020-05-05 14:58:17.007792
409,Forêt de Fonds-Saint-Denis,-61.087761,14.702527,0,2020-05-05 14:58:17.029792,2020-05-05 14:58:17.029792
410,Notre Dame de la Délivrance,-61.135402,14.77561,0,2020-05-05 14:58:17.056891,2020-05-05 14:58:17.056891
411,Église du Sacré-Coeur de Balata,-61.07892,14.649157,0,2020-05-05 14:58:17.109878,2020-05-05 14:58:17.109878
412,Distillerie Depaz,-61.165037,14.757865,0,2020-05-05 14:58:17.155055,2020-05-05 14:58:17.155055
413,La Guingette,-61.17855,14.733879,0,2020-05-05 14:58:17.181386,2020-05-05 14:58:17.181386
414,Plage de l'Anse Turin,-61.180292,14.727916,0,2020-05-05 14:58:17.204291,2020-05-05 14:58:17.204291
415,Unknown Place,-59.628844,13.102707,0,2020-05-05 14:58:17.223571,2020-05-05 14:58:17.223571
416,Browns Beach,-59.609742,13.089233,0,2020-05-05 14:58:17.249663,2020-05-05 14:58:17.249663
417,Independence Arch,-59.614109,13.095677,0,2020-05-05 14:58:17.258486,2020-05-05 14:58:17.258486
418,Unknown Place,-61.764507,17.005006,0,2020-05-05 14:58:17.27198,2020-05-05 14:58:17.27198
419,Fort James Beach,-61.860465,17.135215,0,2020-05-05 14:58:17.28596,2020-05-05 14:58:17.28596
420,Swetes,-61.803969,17.051393,0,2020-05-05 14:58:17.302574,2020-05-05 14:58:17.302574
421,Unknown Place,-61.75481,17.003108,0,2020-05-05 14:58:17.318216,2020-05-05 14:58:17.318216
422,Roseau Cruise Ship Berth,-61.388461,15.295648,0,2020-05-05 14:58:17.330289,2020-05-05 14:58:17.330289
423,Bethesda Methodist Church,-61.385998,15.297432,0,2020-05-05 14:58:17.342024,2020-05-05 14:58:17.342024
424,Our Lady of Fair Haven,-61.385473,15.297405,0,2020-05-05 14:58:17.355805,2020-05-05 14:58:17.355805
425,Botanical Gardens,-61.382617,15.299613,0,2020-05-05 14:58:17.363156,2020-05-05 14:58:17.363156
426,Cruiseterminal,-60.995755,14.014015,0,2020-05-05 14:58:17.378512,2020-05-05 14:58:17.378512
427,Central Library,-60.991392,14.009099,0,2020-05-05 14:58:17.393442,2020-05-05 14:58:17.393442
428,Unknown Place,-61.062754,13.828814,0,2020-05-05 14:58:17.400134,2020-05-05 14:58:17.400134
429,Saint Peter's Street,-61.728602,12.162643,0,2020-05-05 14:58:17.40798,2020-05-05 14:58:17.40798
430,Farmland,-61.729178,12.157528,0,2020-05-05 14:58:17.415505,2020-05-05 14:58:17.415505
431,Street,-61.682443,12.128389,0,2020-05-05 14:58:17.423281,2020-05-05 14:58:17.423281
432,View Crater Lake,-61.694192,12.094073,0,2020-05-05 14:58:17.431811,2020-05-05 14:58:17.431811
433,Fort Frederick,-61.737237,12.048001,0,2020-05-05 14:58:17.462558,2020-05-05 14:58:17.462558
434,Cruise Ship Pier,-61.756859,12.051743,0,2020-05-05 14:58:17.47237,2020-05-05 14:58:17.47237
435,Unknown Place,-61.753491,12.050978,0,2020-05-05 14:58:17.4845,2020-05-05 14:58:17.4845
436,Parking,-61.754497,12.054805,0,2020-05-05 14:58:17.497022,2020-05-05 14:58:17.497022
437,man_made-pier,-68.944964,12.105514,0,2020-05-05 14:58:17.504384,2020-05-05 14:58:17.504384
438,Wilhelminaplein,-68.933765,12.104214,0,2020-05-05 14:58:17.512096,2020-05-05 14:58:17.512096
439,Fort plein,-68.934724,12.104901,0,2020-05-05 14:58:17.519098,2020-05-05 14:58:17.519098
